Realm	Subrealm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus cladosporii	ICTV202008732
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus deltaplasmoparae	ICTV202112581
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus epsilonplasmoparae	ICTV202112582
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus etaplasmoparae	ICTV202112584
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus gammaplasmoparae	ICTV202112580
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus iotaplasmoparae	ICTV202112586
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus kappaplasmoparae	ICTV202112587
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus lambdaplasmoparae	ICTV202112588
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus miplasmoparae	ICTV202112589
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus niplasmoparae	ICTV202112590
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus oidiodendronae	ICTV202112596
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus omicronplasmoparae	ICTV202112592
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus piplasmoparae	ICTV202112593
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus pyriculariae	ICTV202008733
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus rhoplasmoparae	ICTV202112594
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus sclerotiniae	ICTV201856284
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus sigmaplasmoparae	ICTV202112595
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus thetaplasmoparae	ICTV202112585
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus xiplasmoparae	ICTV202112591
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus zetaplasmoparae	ICTV202112583
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Scloravirus		Scloravirus humicola	ICTV202010817
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Paramyxoviridae	Skoliovirinae	Scoliodonvirus		Scoliodonvirus scoliodontis	ICTV201856475
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Scophrhavirus		Scophrhavirus chanodychthys	ICTV202113322
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Scophrhavirus		Scophrhavirus maximus	ICTV202113321
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autonotataviridae		Scottvirus		Scottvirus scott	ICTV201908269
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Scuadavirus		Scuadavirus asiohabitans	ICTV202010597
Duplodnaviria		Heunggongvirae	Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Scutavirus		Scutavirus chelonidalpha5	ICTV20083054
Duplodnaviria		Heunggongvirae	Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Scutavirus		Scutavirus testudinidalpha3	ICTV201856398
Efunaviria		Loebvirae	Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Scuticavirus		Scuticavirus SMA6	ICTV20165397
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Kyanoviridae		Scyllavirus		Scyllavirus aitchnine	ICTV202214653
Efunaviria		Loebvirae	Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Scytalavirus		Scytalavirus 6	ICTV202521982
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Scythevirus		Scythevirus dianchis	ICTV202318920
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Scythevirus		Scythevirus lawatis	ICTV202318921
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Scythevirus		Scythevirus manatis	ICTV202318922
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Scythevirus		Scythevirus maringis	ICTV202318919
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Scythevirus		Scythevirus monetis	ICTV202318924
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Scythevirus		Scythevirus natringis	ICTV202318923
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdadlevirus		Sdadlevirus messihabitans	ICTV202316643
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Crassvirales		Darmviridae		Sdahravirus		Sdahravirus coli	ICTV202113456
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Sderotavirus		Sderotavirus choradaptatum	ICTV202317627
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Sderotavirus		Sderotavirus lutenecus	ICTV202317628
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Sderotavirus		Sderotavirus pelocola	ICTV202317629
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdoctuvirus		Sdoctuvirus caenenecus	ICTV202316644
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdohnivirus		Sdohnivirus edaphovicinum	ICTV202316645
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdredfovirus		Sdredfovirus chorenecus	ICTV202316646
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdredfovirus		Sdredfovirus limihabitans	ICTV202316647
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdredfovirus		Sdredfovirus limivivens	ICTV202316648
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdredtuvirus		Sdredtuvirus pelovivens	ICTV202316649
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sdretovirus		Sdretovirus segetadaptatum	ICTV202316650
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Atkinsviridae		Sdribtuvirus		Sdribtuvirus humivicinum	ICTV202010821
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Sdrodtuvirus		Sdrodtuvirus arvivicinum	ICTV202317630
Riboviria		Orthornavirae	Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus bannaense	ICTV19991540
Riboviria		Orthornavirae	Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus kadipiroense	ICTV19991543
Riboviria		Orthornavirae	Duplornaviricota		Resentoviricetes		Reovirales		Sedoreoviridae		Seadornavirus		Seadornavirus liaoningense	ICTV20042009
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Seahorsevirus		Seahorsevirus seahorse	ICTV202214950
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Seamegvirus		Seamegvirus seahorse	ICTV202214868
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Secretvirales		Chicoviridae		Seavirus		Seavirus roseobacteriae	ICTV202523025
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Baphyvirales		Bacilladnaviridae		Seawadnavirus		Seawadnavirus avonheat	ICTV202215003
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Baphyvirales		Bacilladnaviridae		Seawadnavirus		Seawadnavirus gataifale	ICTV202214999
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Baphyvirales		Bacilladnaviridae		Seawadnavirus		Seawadnavirus kuhtahan	ICTV20175753
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Colingsworthviridae		Sebastisaurusvirus		Sebastisaurusvirus heather	ICTV202420263
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Colingsworthviridae		Sebastisaurusvirus		Sebastisaurusvirus remusloopin	ICTV202420264
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Colingsworthviridae		Sebastisaurusvirus		Sebastisaurusvirus sebastisaurus	ICTV202420262
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Seckivirus		Seckivirus asiadaptatum	ICTV202316651
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Deejayvirinae	Secretariatvirus		Secretariatvirus secretariat	ICTV202009918
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Nidovirales	Tornidovirineae	Tobaniviridae	Serpentovirinae	Sectovirus	Sanematovirus	Sectovirus xinzhouense	ICTV20186155
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales				Sednavirus		Sednavirus SRIP2	ICTV201908219
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Kyanoviridae		Sedonavirus		Sedonavirus tusconh	ICTV202113960
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Kirjokansivirales		Graaviviridae		Seejivirus		Seejivirus salhabitans	ICTV202112211
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Seetinvirus		Seetinvirus maringis	ICTV202318925
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Segzyvirus		Segzyvirus LPSTLL	ICTV202214840
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Segzyvirus		Segzyvirus segz1	ICTV202113644
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Sehcuvirus		Sehcuvirus messivicinum	ICTV202317631
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sehpovirus		Sehpovirus borboradaptatum	ICTV202010602
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Gokushovirales		Groupodiviridae		Sehtuvirus		Sehtuvirus meseepiae	ICTV202522987
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Selfuvirus		Selfuvirus asienecus	ICTV202316652
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Selfuvirus		Selfuvirus asiohabitans	ICTV202316653
Efunaviria		Loebvirae	Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Semitavirus		Semitavirus 43	ICTV202522004
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Blumeviridae		Semodevirus		Semodevirus borborenecus	ICTV202010966
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus beldrosophilae	ICTV20041414
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus certredecimum	ICTV20041413
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus maxdrosophilae	ICTV20175585
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus mooseanophelae	ICTV20041410
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus ninjadrosophilae	ICTV20041416
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus paobombycis	ICTV20041412
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus roodrosophilae	ICTV20041415
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus sinbadschistosomae	ICTV20175586
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus suzutakifugu	ICTV20041417
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus tamyantheraeae	ICTV20175584
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Belpaoviridae		Semotivirus		Semotivirus tasascaridis	ICTV20041411
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Timlovirales		Steitzviridae		Sempoevirus		Sempoevirus messivivens	ICTV202317632
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sendosyvirus		Sendosyvirus APSE1	ICTV20094383
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sendosyvirus		Sendosyvirus APSE2	ICTV202011844
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Senecavirus		Senecavirus cetus	ICTV202318097
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Senecavirus		Senecavirus valles	ICTV20094366
Efunaviria		Loebvirae	Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Senectutivirus		Senectutivirus 138	ICTV202521983
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Juravirales		Yangangviridae		Senitvirus		Senitvirus yangshanense	ICTV202214324
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Peduoviridae		Senquatrovirus		Senquatrovirus SEN4	ICTV201907960
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Arquatrovirinae	Sentinelvirus		Sentinelvirus sentinel	ICTV202113136
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Arquatrovirinae	Sentinelvirus		Sentinelvirus spernnie	ICTV202113137
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Casjensviridae		Seodaemunguvirus		Seodaemunguvirus YMC16-01N133	ICTV202112998
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Seongbukvirus		Seongbukvirus MH1	ICTV202010213
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Peduoviridae		Seongnamvirus		Seongnamvirus ESSI2	ICTV201907944
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Chimalliviridae		Seoulvirus		Seoulvirus SPN3US	ICTV20164882
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sepahanvirus		Sepahanvirus GN1	ICTV202420846
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sepahanvirus		Sepahanvirus yerA41	ICTV202420847
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus Ab26	ICTV20150752
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus C1	ICTV202319173
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus DLP1	ICTV202319171
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus DLP2	ICTV202319172
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus DoCa1	ICTV202319165
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus PSV31	ICTV202319177
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus PSV32	ICTV202319178
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus PSV33	ICTV202319175
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus PSV34	ICTV202319176
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus PX5	ICTV202319170
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus SCUTS3	ICTV202319166
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus UFRH1	ICTV202319169
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus epa40	ICTV202319168
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus guyu	ICTV202319163
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus kakheti25	ICTV20150751
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus kaya	ICTV202319161
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus kopi	ICTV202319167
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus samson	ICTV202319164
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus sv73	ICTV20150750
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus tehO	ICTV202319174
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Jondennisvirinae	Septimatrevirus		Septimatrevirus yazdi	ICTV202319162
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Nidovirales	Tornidovirineae	Tobaniviridae	Serpentovirinae	Septovirus	Sekatovirus	Septovirus foka	ICTV202113920
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Vequintavirinae	Septuagintavirus		Septuagintavirus A73	ICTV202319268
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Vequintavirinae	Septuagintavirus		Septuagintavirus sv54	ICTV202319269
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Twortvirinae	Sepunavirus		Sepunavirus IPLAC1C	ICTV20164880
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Twortvirinae	Sepunavirus		Sepunavirus SEP1	ICTV20164881
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Secoviridae		Sequivirus		Sequivirus carotae	ICTV20094970
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Secoviridae		Sequivirus		Sequivirus pastinacae	ICTV19982504
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Secoviridae		Sequivirus		Sequivirus primulae	ICTV202522726
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Secoviridae		Sequivirus		Sequivirus stellatum	ICTV202113824
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Secoviridae		Sequivirus		Sequivirus taraxaci	ICTV19952116
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Kyanoviridae		Serangoonvirus		Serangoonvirus essarone	ICTV202214655
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Serbinvirus		Serbinvirus opt155	ICTV202319384
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Serbinvirus		Serbinvirus serbin	ICTV202319382
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Serbinvirus		Serbinvirus tlacuache	ICTV202319383
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Sarkviridae		Seretavirus		Seretavirus eta	ICTV202319381
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae		Serkorvirus		Serkorvirus 10RS306A	ICTV202421092
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae		Serkorvirus		Serkorvirus ITL1	ICTV201908499
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae		Serkorvirus		Serkorvirus RpY2	ICTV202421091
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae		Serkorvirus		Serkorvirus p2106	ICTV202421090
Efunaviria		Loebvirae	Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Serpentivirus		Serpentivirus dolos	ICTV202521981
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Sertoctavirus		Sertoctavirus SRT8	ICTV201857071
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Drexlerviridae	Tunavirinae	Sertoctavirus		Sertoctavirus brunomanser	ICTV202319408
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Nidovirales	Tornidovirineae	Tobaniviridae	Serpentovirinae	Sertovirus	Serecovirus	Sertovirus cona	ICTV202113923
