Realm	Subrealm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID
Riboviria		Orthornavirae	Kitrinoviricota		Magsaviricetes		Nodamuvirales		Nodaviridae		Alphanodavirus		Alphanodavirus boolarraense	ICTV19910986
Riboviria		Orthornavirae	Kitrinoviricota		Magsaviricetes		Nodamuvirales		Nodaviridae		Alphanodavirus		Alphanodavirus flockense	ICTV19910987
Riboviria		Orthornavirae	Kitrinoviricota		Magsaviricetes		Nodamuvirales		Nodaviridae		Alphanodavirus		Alphanodavirus heteronychi	ICTV19820586
Riboviria		Orthornavirae	Kitrinoviricota		Magsaviricetes		Nodamuvirales		Nodaviridae		Alphanodavirus		Alphanodavirus nodamuraense	ICTV19810542
Riboviria		Orthornavirae	Kitrinoviricota		Magsaviricetes		Nodamuvirales		Nodaviridae		Alphanodavirus		Alphanodavirus pariacotoense	ICTV20021206
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus agavis	ICTV202214139
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus artemisiae	ICTV202214140
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus babaci	ICTV202420625
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus colocasiae	ICTV20094946
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus constrictae	ICTV202009365
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus joa	ICTV202113306
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus lycopersici	ICTV202318284
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus maydis	ICTV19910276
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus melongenae	ICTV19790840
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus morogoromaydis	ICTV201907683
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus oryzae	ICTV19990470
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus physostegiae	ICTV201907684
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus pruni	ICTV202009364
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus tritici	ICTV201907682
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus tuberosum	ICTV19760553
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus xinjianensis	ICTV202318285
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Betarhabdovirinae	Alphanucleorhabdovirus		Alphanucleorhabdovirus zeairanense	ICTV20115609
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus alterdromelanogasteris	ICTV202008928
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus apimelliferae	ICTV202522096
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus droinnubilae	ICTV202008926
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus dromelanogasteris	ICTV202008927
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus grybimaculati	ICTV20133593
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus oryrhinocerotis	ICTV20133592
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus quartudromelanogasteris	ICTV202008930
					Naldaviricetes		Lefavirales		Nudiviridae		Alphanudivirus		Alphanudivirus tertidromelanogasteris	ICTV202008929
Varidnaviria		Bamfordvirae	Nucleocytoviricota		Megaviricetes		Pimascovirales	Ocovirineae	Orpheoviridae		Alphaorpheovirus		Alphaorpheovirus massiliense	ICTV202318023
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Ourmiaviridae		Alphaourmiavirus		Alphaourmiavirus crustaceae	ICTV202522630
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Ourmiaviridae		Alphaourmiavirus		Alphaourmiavirus fluminis	ICTV202522631
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Ourmiaviridae		Alphaourmiavirus		Alphaourmiavirus octopi	ICTV202522632
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Ourmiaviridae		Alphaourmiavirus		Alphaourmiavirus penaeus	ICTV202522633
									Ovaliviridae		Alphaovalivirus		Alphaovalivirus fumarolicaense	ICTV201856901
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 1	ICTV20041462
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 10	ICTV20041466
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 11	ICTV20041463
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 12	ICTV20041471
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 13	ICTV20041465
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 14	ICTV20115553
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 2	ICTV20041457
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 3	ICTV20041467
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 4	ICTV20041460
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 5	ICTV20041461
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 6	ICTV20041464
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 7	ICTV20041459
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 8	ICTV20041468
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Zurhausenvirales		Papillomaviridae	Firstpapillomavirinae	Alphapapillomavirus		Alphapapillomavirus 9	ICTV20041458
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alphapaprhavirus		Alphapaprhavirus gata	ICTV202419954
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alphapaprhavirus		Alphapaprhavirus hubei	ICTV202008751
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alphapaprhavirus		Alphapaprhavirus orgi	ICTV202419955
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Alphapaprhavirus		Alphapaprhavirus pararge	ICTV202008750
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus betae	ICTV19871274
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus carotae	ICTV20132506
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus cerasi	ICTV20132507
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus chondrosteri	ICTV20132508
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus duodecimheterobasidion	ICTV20153421
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus flammulinae	ICTV20132509
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus helicobasidii	ICTV20074115
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus quindecimheterobasidion	ICTV20153423
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus roselliniae	ICTV20132512
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus tredecimheterobasidion	ICTV20153422
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus trifolii	ICTV19871282
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus triheterobasidion	ICTV20133605
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus uniheterobasidion	ICTV20133604
Riboviria		Orthornavirae	Pisuviricota		Duplopiviricetes		Durnavirales		Partitiviridae		Alphapartitivirus		Alphapartitivirus viciae	ICTV19871281
Riboviria		Orthornavirae							Permutotetraviridae		Alphapermutotetravirus		Alphapermutotetravirus euprosternae	ICTV20042075
Riboviria		Orthornavirae							Permutotetraviridae		Alphapermutotetravirus		Alphapermutotetravirus thoseae	ICTV19991668
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Nidovirales	Cornidovirineae	Coronaviridae	Pitovirinae	Alphapironavirus	Samovirus	Alphapironavirus salmonis	ICTV202113907
Varidnaviria		Bamfordvirae	Nucleocytoviricota		Megaviricetes		Pimascovirales	Ocovirineae	Pithoviridae	Orthopithovirinae	Alphapithovirus		Alphapithovirus massiliense	ICTV202318024
Varidnaviria		Bamfordvirae	Nucleocytoviricota		Megaviricetes		Pimascovirales	Ocovirineae	Pithoviridae	Orthopithovirinae	Alphapithovirus		Alphapithovirus siberiense	ICTV202318025
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus acutispina	ICTV202420606
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus chodsigoa	ICTV202420599
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus dendriticum	ICTV202420595
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus hubei	ICTV202420600
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus jingmen	ICTV202420601
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus langier	ICTV202420604
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus larvatus	ICTV202420605
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus microphallus	ICTV202318556
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus nodulosis	ICTV202318555
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus orientalis	ICTV202318559
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus pseudoglobulus	ICTV202318557
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus ricketti	ICTV202420602
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus smithii	ICTV202420598
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus solidus	ICTV202420596
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus turkestanicum	ICTV202318558
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus vulpes	ICTV202318560
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus wenzhou	ICTV202420603
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae		Alphaplatrhavirus		Alphaplatrhavirus wufeng	ICTV202420597
Pleomoviria		Trapavirae	Saleviricota		Huolimaviricetes		Haloruvirales		Pleolipoviridae		Alphapleolipovirus		Alphapleolipovirus finnoniense	ICTV20154622
Pleomoviria		Trapavirae	Saleviricota		Huolimaviricetes		Haloruvirales		Pleolipoviridae		Alphapleolipovirus		Alphapleolipovirus huluense	ICTV20154626
Pleomoviria		Trapavirae	Saleviricota		Huolimaviricetes		Haloruvirales		Pleolipoviridae		Alphapleolipovirus		Alphapleolipovirus italiense	ICTV20154625
Pleomoviria		Trapavirae	Saleviricota		Huolimaviricetes		Haloruvirales		Pleolipoviridae		Alphapleolipovirus		Alphapleolipovirus samutsakhonense	ICTV20154624
Pleomoviria		Trapavirae	Saleviricota		Huolimaviricetes		Haloruvirales		Pleolipoviridae		Alphapleolipovirus		Alphapleolipovirus thailandense	ICTV20154623
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus acelebensis	ICTV20153680
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus aflavicollis	ICTV202009582
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus apaniscus	ICTV20153683
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus callosciuri	ICTV202009587
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus cardiodermae	ICTV20153684
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus carolliae	ICTV20153685
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus castoris	ICTV202420097
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus chlopygerythrus	ICTV20153686
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus dobsoniae	ICTV20153688
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus eidoli	ICTV20153689
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus epserotini	ICTV202420098
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus gorillae	ICTV20153690
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus macacae	ICTV20153696
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus mauratus	ICTV19951410
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus mischreibersii	ICTV201856343
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus molossi	ICTV20153697
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus muris	ICTV19710057
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus myodaubentonii	ICTV202420099
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus nonihominis	ICTV20153693
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus octihominis	ICTV20153692
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus omartiensseni	ICTV20153698
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus pacynocephalus	ICTV20153707
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus panos	ICTV20153700
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus philantombae	ICTV202009586
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus pibadius	ICTV20175904
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus pirufomitratus	ICTV20153708
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus ponabelii	ICTV20153709
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus ponpygmaeus	ICTV20153710
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus procyonis	ICTV20153711
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus ptevampyrus	ICTV20153712
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus quardecihominis	ICTV201907113
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus quartipanos	ICTV20153703
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus quintihominis	ICTV20153691
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus quintipanos	ICTV20153704
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus ranorvegicus	ICTV20165413
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus saraneus	ICTV20153694
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus secarplanirostris	ICTV20153681
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus secomartiensseni	ICTV20153699
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus secumastomysis	ICTV202009583
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus secumischreibersii	ICTV201856344
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus secupanos	ICTV20153701
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus septipanos	ICTV20153706
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus sextipanos	ICTV20153705
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus socoronatus	ICTV201856345
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus sominutus	ICTV201856346
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus sturnirae	ICTV20153713
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus suis	ICTV202009585
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus terdecihominis	ICTV20153695
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus tertarplanisrostris	ICTV20153682
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus tertichlopygerythrus	ICTV20153687
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus tertimastomysis	ICTV202009584
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus tertipanos	ICTV20153702
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus tubelangeri	ICTV201907114
Floreoviria		Shotokuvirae	Cossaviricota		Papovaviricetes		Sepolyvirales		Polyomaviridae		Alphapolyomavirus		Alphapolyomavirus tuglis	ICTV202009588
									Portogloboviridae		Alphaportoglobovirus		Alphaportoglobovirus beppuense	ICTV20175912
									Portogloboviridae		Alphaportoglobovirus		Alphaportoglobovirus umijigokuense	ICTV201908646
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus aviUR2sar	ICTV19952072
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus aviY73sar	ICTV19952073
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus avicarmilhil2	ICTV19952066
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus avifujsar	ICTV19952070
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus avileu	ICTV19911431
Riboviria		Pararnavirae	Artverviricota		Revtraviricetes		Ortervirales		Retroviridae	Orthoretrovirinae	Alpharetrovirus		Alpharetrovirus avimyebla	ICTV19952068
